model,suite,condition,config_hash,item_id,item_index,level_index,stimulus_level,severity_rank,margin,correct,true_label,predicted_label,target_rank,target_logit,max_softmax,decision_margin
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n01440764/n01440764_4540.JPEG,14,0,0.01,6,6.196339845657349,1,0,0,1,4.575631618499756,0.991845067285061,6.196339845657349
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n01440764/n01440764_5642.JPEG,15,0,0.01,6,-2.1848206520080566,0,0,862,53,-4.962303161621094,0.03250762785819978,0.6391191482543945
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n01440764/n01440764_3172.JPEG,16,0,0.01,6,6.666127920150757,1,0,0,1,3.138373851776123,0.97366208092455,6.666127920150757
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n01440764/n01440764_14232.JPEG,17,0,0.01,6,4.960583686828613,1,0,0,1,2.5240392684936523,0.943502369057315,4.960583686828613
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n01440764/n01440764_4221.JPEG,18,0,0.01,6,-3.2925801277160645,0,0,29,2,-0.7877531051635742,0.901008724313793,3.2925801277160645
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n01440764/n01440764_141.JPEG,19,0,0.01,6,1.9456641674041748,1,0,0,1,-0.8313155174255371,0.3116743152312675,1.9456641674041748
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n01440764/n01440764_13842.JPEG,20,0,0.01,6,6.869074106216431,1,0,0,1,3.5551810264587402,0.9785673496270306,6.869074106216431
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n01440764/n01440764_8240.JPEG,21,0,0.01,6,-1.4721100330352783,0,0,149,8,-3.7843215465545654,0.05603219503672152,0.3721437454223633
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n01440764/n01440764_30782.JPEG,22,0,0.01,6,2.5462589263916016,1,0,0,1,0.12111854553222656,0.43792832569645473,2.5462589263916016
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n01440764/n01440764_12131.JPEG,23,0,0.01,6,-3.2437260150909424,0,0,236,80,-5.683784008026123,0.05595279943983313,0.2502775192260742
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n01440764/n01440764_10852.JPEG,24,0,0.01,6,5.742214202880859,1,0,0,1,2.267455577850342,0.9642599692718701,5.742214202880859
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n01440764/n01440764_7040.JPEG,25,0,0.01,6,-1.7112879753112793,0,0,607,50,-5.208127975463867,0.014805222925166022,0.16608428955078125
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n01440764/n01440764_5361.JPEG,26,0,0.01,6,-2.6553173065185547,0,0,644,576,-6.765044212341309,0.010098880234153703,0.07637643814086914
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n01440764/n01440764_10822.JPEG,27,0,0.01,6,-1.4797981977462769,0,0,573,3,-2.8956851959228516,0.14634130676452928,1.010201334953308
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n01440764/n01440764_12971.JPEG,28,0,0.01,6,-1.4101037979125977,0,0,29,5,-4.2384772300720215,0.04109297569487888,0.933565616607666
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n01440764/n01440764_10281.JPEG,29,0,0.01,6,5.514900207519531,1,0,0,1,2.751352310180664,0.9763470519183277,5.514900207519531
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/ILSVRC2012_val_00008162.JPEG,30,0,0.01,6,-1.1458401679992676,0,217,239,2,-1.5374953746795654,0.3407008109191753,1.1458401679992676
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_3420.JPEG,31,0,0.01,6,-2.658984661102295,0,217,238,6,-3.8180806636810303,0.20985197904462474,0.5644545555114746
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_5580.JPEG,32,0,0.01,6,-0.5615184307098389,0,217,215,3,-1.4081192016601562,0.22084765576811008,0.02972865104675293
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_1102.JPEG,33,0,0.01,6,-3.324583053588867,0,217,176,6,-3.4605748653411865,0.5418543792446168,1.4546869993209839
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_1222.JPEG,34,0,0.01,6,-3.5754873752593994,0,217,210,14,-4.180695533752441,0.34102177562431973,1.3579922914505005
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_202.JPEG,35,0,0.01,6,1.5238776206970215,1,217,217,1,-0.911644458770752,0.2466367288625084,1.5238776206970215
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_2730.JPEG,36,0,0.01,6,-0.32739973068237305,0,217,166,3,-1.9185261726379395,0.1125386874817033,0.057961463928222656
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_4262.JPEG,37,0,0.01,6,-3.5630180835723877,0,217,239,5,-3.184495449066162,0.5097953677540511,0.9523890018463135
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_6552.JPEG,38,0,0.01,6,3.75524640083313,1,217,217,1,0.508213996887207,0.7350285604975935,3.75524640083313
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_3472.JPEG,39,0,0.01,6,1.0223710536956787,1,217,217,1,-1.9247369766235352,0.08479654042943614,1.0223710536956787
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_620.JPEG,40,0,0.01,6,-4.008309364318848,0,217,644,573,-6.792242527008057,0.034063173030244184,1.3456625938415527
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_1442.JPEG,41,0,0.01,6,-2.2328879833221436,0,217,880,28,-4.452290058135986,0.061289580082931686,0.500011682510376
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_7382.JPEG,42,0,0.01,6,-4.562343597412109,0,217,617,94,-5.659388542175293,0.178211797518236,1.9244840145111084
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_1830.JPEG,43,0,0.01,6,-4.181861162185669,0,217,645,34,-5.102261543273926,0.2633952574805981,2.5437097549438477
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_682.JPEG,44,0,0.01,6,-2.270838737487793,0,217,205,9,-3.122283935546875,0.23284486424950823,1.0824308395385742
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_5950.JPEG,45,0,0.01,6,-0.6466108560562134,0,217,238,2,-1.9282337427139282,0.21092563771127723,0.6466108560562134
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_4410.JPEG,46,0,0.01,6,-0.550187349319458,0,217,238,6,-3.1347615718841553,0.043326794703929694,0.05210518836975098
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_142.JPEG,47,0,0.01,6,1.173372507095337,1,217,217,1,-1.1362648010253906,0.24274688641722392,1.173372507095337
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_7562.JPEG,48,0,0.01,6,-1.9492144584655762,0,217,258,132,-5.907093524932861,0.01217903787603178,0.0798497200012207
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_150.JPEG,49,0,0.01,6,-4.394484519958496,0,217,595,26,-5.255612373352051,0.2841846086289275,0.8701857328414917
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_1980.JPEG,50,0,0.01,6,-1.0006003379821777,0,217,240,8,-3.633903980255127,0.04713749077711734,0.02417755126953125
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_5390.JPEG,51,0,0.01,6,-0.6669611930847168,0,217,232,2,-2.328819751739502,0.21524285120903436,0.6669611930847168
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_3562.JPEG,52,0,0.01,6,-0.03213357925415039,0,217,575,2,-0.8477997779846191,0.27689990522009883,0.03213357925415039
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/ILSVRC2012_val_00016582.JPEG,53,0,0.01,6,-0.5572075843811035,0,217,164,2,-0.15290498733520508,0.4927960481439516,0.5572075843811035
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_671.JPEG,54,0,0.01,6,-0.2157573699951172,0,217,215,2,-1.1195683479309082,0.3175498584847768,0.2157573699951172
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_1822.JPEG,55,0,0.01,6,-3.6447815895080566,0,217,238,5,-4.404289722442627,0.2531396271164333,1.2700414657592773
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_4722.JPEG,56,0,0.01,6,-3.8089687824249268,0,217,269,59,-5.577690124511719,0.12610341095594113,0.30500245094299316
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_3931.JPEG,57,0,0.01,6,-1.9507644176483154,0,217,164,2,-2.1745898723602295,0.3787369402130786,1.9507644176483154
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_791.JPEG,58,0,0.01,6,-0.913337230682373,0,217,212,4,-2.679819107055664,0.0888004894691726,0.0972449779510498
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02102040/n02102040_1781.JPEG,59,0,0.01,6,3.5165200233459473,1,217,217,1,0.6227540969848633,0.7497433532890996,3.5165200233459473
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_17470.JPEG,60,0,0.01,6,-2.1007516384124756,0,482,499,10,-3.7547388076782227,0.12019991743337807,1.5584816932678223
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_2312.JPEG,61,0,0.01,6,0.3659299612045288,1,482,482,1,-1.4747660160064697,0.15191904076170085,0.3659299612045288
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_12590.JPEG,62,0,0.01,6,-0.3442392349243164,0,482,848,3,-2.694517135620117,0.06452792824734242,0.08543777465820312
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_9232.JPEG,63,0,0.01,6,-1.6647672653198242,0,482,446,26,-4.3527092933654785,0.03798075162355719,0.30693936347961426
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_13740.JPEG,64,0,0.01,6,-4.178519606590271,0,482,681,86,-5.62204122543335,0.12390984094335725,0.49995291233062744
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_6390.JPEG,65,0,0.01,6,-0.7983770370483398,0,482,848,2,-0.9244074821472168,0.4906503257697018,0.7983770370483398
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_21941.JPEG,66,0,0.01,6,-0.8298466205596924,0,482,662,3,-2.0320184230804443,0.14314880604457303,0.17042207717895508
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_351.JPEG,67,0,0.01,6,-5.801235914230347,0,482,627,45,-6.1839447021484375,0.45075458086877573,2.61798357963562
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_20312.JPEG,68,0,0.01,6,3.794429302215576,1,482,482,1,0.9666638374328613,0.7462156625337042,3.794429302215576
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_7492.JPEG,69,0,0.01,6,-1.4134410619735718,0,482,662,8,-3.1102042198181152,0.09899188657955567,0.3989142179489136
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_13742.JPEG,70,0,0.01,6,-2.0594165325164795,0,482,632,7,-3.507044792175293,0.14867975025787875,0.6704432964324951
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_1561.JPEG,71,0,0.01,6,1.1566455364227295,1,482,482,1,-1.0510125160217285,0.22934739709184115,1.1566455364227295
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_4032.JPEG,72,0,0.01,6,-1.0110676288604736,0,482,485,3,-2.371675729751587,0.1842134950566732,0.8757195472717285
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/ILSVRC2012_val_00028911.JPEG,73,0,0.01,6,-1.7246003150939941,0,482,485,6,-2.9457452297210693,0.18450245517933286,0.5306282043457031
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_1401.JPEG,74,0,0.01,6,-1.1490163803100586,0,482,838,6,-2.8164074420928955,0.1137759829247176,0.5633180141448975
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_14462.JPEG,75,0,0.01,6,-3.2244558334350586,0,482,617,183,-5.967745780944824,0.03387757254676921,0.25948119163513184
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_14440.JPEG,76,0,0.01,6,-3.6842446327209473,0,482,548,50,-5.107962608337402,0.1262539207969114,0.29913997650146484
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_26822.JPEG,77,0,0.01,6,-1.5569090843200684,0,482,481,6,-2.5306811332702637,0.1926256104044604,0.6364340782165527
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_27262.JPEG,78,0,0.01,6,-1.6403729915618896,0,482,606,5,-2.7771425247192383,0.1613595136381555,0.3247748613357544
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_26120.JPEG,79,0,0.01,6,-2.508021354675293,0,482,530,162,-5.911405563354492,0.019893353818278364,0.17390203475952148
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_8751.JPEG,80,0,0.01,6,0.1994304656982422,1,482,482,1,-1.20552396774292,0.18837516991317066,0.1994304656982422
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_14721.JPEG,81,0,0.01,6,-1.5408990383148193,0,482,745,20,-4.401539325714111,0.029312412722646904,0.36280131340026855
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_1961.JPEG,82,0,0.01,6,-2.311457633972168,0,482,644,327,-6.359874725341797,0.010572494009299991,0.2803010940551758
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_11122.JPEG,83,0,0.01,6,-1.9318904876708984,0,482,713,152,-5.53101921081543,0.013285809927196617,0.413299560546875
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_4690.JPEG,84,0,0.01,6,-1.7813681364059448,0,482,878,9,-3.389752149581909,0.11582884087929758,1.1571763753890991
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_7060.JPEG,85,0,0.01,6,3.775341510772705,1,482,482,1,1.9377155303955078,0.9535982373363426,3.775341510772705
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_2172.JPEG,86,0,0.01,6,-5.0720038414001465,0,482,897,13,-4.409050941467285,0.7367649036019773,2.3401607275009155
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/n02979186_5781.JPEG,87,0,0.01,6,-2.0385689735412598,0,482,742,11,-3.82501220703125,0.1364878505583371,0.5851733684539795
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/ILSVRC2012_val_00020400.JPEG,88,0,0.01,6,-1.2169194221496582,0,482,848,4,-3.1241466999053955,0.0950983850626297,0.3543426990509033
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n02979186/ILSVRC2012_val_00035160.JPEG,89,0,0.01,6,-3.557210922241211,0,482,732,4,-3.416232109069824,0.5803648308537763,2.176332473754883
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n03000684/n03000684_8140.JPEG,90,0,0.01,6,3.0706918239593506,1,491,491,1,0.7659790515899658,0.6339517334899432,3.0706918239593506
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n03000684/n03000684_8502.JPEG,91,0,0.01,6,-1.8205547332763672,0,491,595,12,-3.73604154586792,0.08340079565929616,0.05514180660247803
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n03000684/n03000684_6392.JPEG,92,0,0.01,6,6.557356357574463,1,491,491,1,4.597586631774902,0.9905690908861706,6.557356357574463
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n03000684/n03000684_4012.JPEG,93,0,0.01,6,4.5350565910339355,1,491,491,1,2.519611120223999,0.9162945937947198,4.5350565910339355
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n03000684/n03000684_10131.JPEG,94,0,0.01,6,-5.0084686279296875,0,491,862,188,-6.253442764282227,0.14453490509577363,1.251479148864746
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n03000684/n03000684_27981.JPEG,95,0,0.01,6,2.7039263248443604,1,491,491,1,0.6007997989654541,0.6178875540103704,2.7039263248443604
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n03000684/n03000684_5692.JPEG,96,0,0.01,6,10.385021686553955,1,491,491,1,6.533011436462402,0.9996098236952786,10.385021686553955
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n03000684/n03000684_18591.JPEG,97,0,0.01,6,4.369181871414185,1,491,491,1,2.8539135456085205,0.9561493734457509,4.369181871414185
resnet50,ContrastThreshold,contrast[rms],3c07091b994c678d4964762d88f85a8691afd1c633b0a1cbfe1e9f9f54ad33ad,n03000684/n03000684_16291.JPEG,98,0,0.01,6,16.88399887084961,1,491,491,1,10.512619972229004,0.9999971975280487,16.88399887084961
