model,suite,condition,config_hash,item_id,item_index,level_index,stimulus_level,severity_rank,margin,correct,true_label,predicted_label,target_rank,target_logit,max_softmax,decision_margin
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_6751.JPEG,10,0,20.0,0,17.64817237854004,1,0,0,1,11.733940124511719,0.9999995159689294,17.64817237854004
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_11602.JPEG,11,0,20.0,0,14.322632789611816,1,0,0,1,8.558609008789062,0.9999792012041792,14.322632789611816
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_7571.JPEG,12,0,20.0,0,11.919052124023438,1,0,0,1,5.92522668838501,0.9997150760325046,11.919052124023438
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_17921.JPEG,13,0,20.0,0,6.787218332290649,1,0,0,1,4.012805461883545,0.9931471100892372,6.787218332290649
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_4540.JPEG,14,0,20.0,0,10.90101432800293,1,0,0,1,6.5404744148254395,0.9997250454511172,10.90101432800293
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_5642.JPEG,15,0,20.0,0,13.992919445037842,1,0,0,1,9.802446365356445,0.9999907129032053,13.992919445037842
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_3172.JPEG,16,0,20.0,0,14.96080207824707,1,0,0,1,9.400552749633789,0.9999954604698661,14.96080207824707
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_14232.JPEG,17,0,20.0,0,8.784710884094238,1,0,0,1,5.679250240325928,0.9992765750238238,8.784710884094238
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_4221.JPEG,18,0,20.0,0,3.0612213611602783,1,0,0,1,2.3686795234680176,0.9409574881812874,3.0612213611602783
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_141.JPEG,19,0,20.0,0,12.148533821105957,1,0,0,1,7.972657680511475,0.9999574910019643,12.148533821105957
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_13842.JPEG,20,0,20.0,0,13.944354057312012,1,0,0,1,8.641796112060547,0.9999650283727233,13.944354057312012
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_8240.JPEG,21,0,20.0,0,14.62363338470459,1,0,0,1,8.990203857421875,0.9999805638366257,14.62363338470459
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_30782.JPEG,22,0,20.0,0,12.175824642181396,1,0,0,1,7.976900577545166,0.9999407681297316,12.175824642181396
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_12131.JPEG,23,0,20.0,0,11.725234985351562,1,0,0,1,7.146535396575928,0.9999192432087055,11.725234985351562
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_10852.JPEG,24,0,20.0,0,16.433151245117188,1,0,0,1,9.482664108276367,0.9999953718882286,16.433151245117188
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_7040.JPEG,25,0,20.0,0,10.157338619232178,1,0,0,1,4.865569591522217,0.9976621487914054,10.157338619232178
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_5361.JPEG,26,0,20.0,0,16.074609756469727,1,0,0,1,10.746170043945312,0.999996618364771,16.074609756469727
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_10822.JPEG,27,0,20.0,0,6.850578308105469,1,0,0,1,4.331814765930176,0.9969033670005909,6.850578308105469
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_12971.JPEG,28,0,20.0,0,-3.453988552093506,0,0,1,2,-1.0215649604797363,0.9587880938594493,3.453988552093506
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n01440764/n01440764_10281.JPEG,29,0,20.0,0,16.7728214263916,1,0,0,1,10.773931503295898,0.9999969944763143,16.7728214263916
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/ILSVRC2012_val_00008162.JPEG,30,0,20.0,0,6.341011047363281,1,217,217,1,4.04108190536499,0.9959867022578321,6.341011047363281
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_3420.JPEG,31,0,20.0,0,6.223321199417114,1,217,217,1,3.379955291748047,0.9882557784484355,6.223321199417114
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_5580.JPEG,32,0,20.0,0,3.9890270233154297,1,217,217,1,2.427699089050293,0.9478518449643433,3.9890270233154297
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_1102.JPEG,33,0,20.0,0,6.681801080703735,1,217,217,1,3.7667465209960938,0.9889577393261196,6.681801080703735
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_1222.JPEG,34,0,20.0,0,4.034224987030029,1,217,217,1,1.7974586486816406,0.8961512670296541,4.034224987030029
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_202.JPEG,35,0,20.0,0,4.667555332183838,1,217,217,1,2.431602954864502,0.945748623955614,4.667555332183838
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_2730.JPEG,36,0,20.0,0,6.163844585418701,1,217,217,1,3.4706130027770996,0.9874189264465726,6.163844585418701
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_4262.JPEG,37,0,20.0,0,3.552109479904175,1,217,217,1,1.7538962364196777,0.8887288120223316,3.552109479904175
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_6552.JPEG,38,0,20.0,0,6.1233625411987305,1,217,217,1,2.6465702056884766,0.9674771555088415,6.1233625411987305
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_3472.JPEG,39,0,20.0,0,0.9430623054504395,1,217,217,1,0.9811887741088867,0.6709927904829828,0.9430623054504395
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_620.JPEG,40,0,20.0,0,6.539063453674316,1,217,217,1,3.370373249053955,0.989854555184508,6.539063453674316
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_1442.JPEG,41,0,20.0,0,12.722018718719482,1,217,217,1,8.107880592346191,0.9999692593627016,12.722018718719482
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_7382.JPEG,42,0,20.0,0,4.91309928894043,1,217,217,1,3.827174186706543,0.9851951137413669,4.91309928894043
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_1830.JPEG,43,0,20.0,0,4.169794201850891,1,217,217,1,2.1906843185424805,0.9008517372250412,4.169794201850891
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_682.JPEG,44,0,20.0,0,1.8119878768920898,1,217,217,1,0.7425036430358887,0.6403467436853914,1.8119878768920898
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_5950.JPEG,45,0,20.0,0,5.102298736572266,1,217,217,1,2.767946720123291,0.9675424027897362,5.102298736572266
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_4410.JPEG,46,0,20.0,0,9.523136615753174,1,217,217,1,5.637937545776367,0.9994781469865036,9.523136615753174
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_142.JPEG,47,0,20.0,0,2.985452890396118,1,217,217,1,2.1383495330810547,0.8917420732408959,2.985452890396118
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_7562.JPEG,48,0,20.0,0,5.812093377113342,1,217,217,1,3.931692600250244,0.9900627636483345,5.812093377113342
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_150.JPEG,49,0,20.0,0,5.703229904174805,1,217,217,1,3.336629867553711,0.9845673213508946,5.703229904174805
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_1980.JPEG,50,0,20.0,0,1.9374654293060303,1,217,217,1,1.198409080505371,0.7885696282932756,1.9374654293060303
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_5390.JPEG,51,0,20.0,0,1.8870198726654053,1,217,217,1,0.979640007019043,0.8014510076909822,1.8870198726654053
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_3562.JPEG,52,0,20.0,0,3.3260293006896973,1,217,217,1,1.4062042236328125,0.8842727841692003,3.3260293006896973
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/ILSVRC2012_val_00016582.JPEG,53,0,20.0,0,0.158463716506958,1,217,217,1,-0.06714391708374023,0.4890319616768187,0.158463716506958
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_671.JPEG,54,0,20.0,0,5.283793926239014,1,217,217,1,2.652512550354004,0.9828916697622052,5.283793926239014
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_1822.JPEG,55,0,20.0,0,8.935713052749634,1,217,217,1,5.370675086975098,0.9990585371362554,8.935713052749634
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_4722.JPEG,56,0,20.0,0,4.0627052783966064,1,217,217,1,2.1830673217773438,0.9326703470471343,4.0627052783966064
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_3931.JPEG,57,0,20.0,0,0.3981592655181885,1,217,217,1,-0.15800237655639648,0.40760803317379124,0.3981592655181885
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_791.JPEG,58,0,20.0,0,0.8797848224639893,1,217,217,1,0.7496881484985352,0.5138269452320178,0.8797848224639893
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02102040/n02102040_1781.JPEG,59,0,20.0,0,4.265681505203247,1,217,217,1,2.880143165588379,0.9474697401891272,4.265681505203247
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_17470.JPEG,60,0,20.0,0,6.442718029022217,1,482,482,1,3.03178071975708,0.9912895944938693,6.442718029022217
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_2312.JPEG,61,0,20.0,0,-0.7575290203094482,0,482,844,3,-1.9035379886627197,0.23812529082485911,0.026384592056274414
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_12590.JPEG,62,0,20.0,0,-2.1171984672546387,0,482,485,3,-1.491159439086914,0.6362524860144664,1.2169125080108643
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_9232.JPEG,63,0,20.0,0,-1.4403901100158691,0,482,848,2,-0.6058597564697266,0.7283861886741603,1.4403901100158691
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_13740.JPEG,64,0,20.0,0,-1.572829246520996,0,482,848,5,-2.5019116401672363,0.229899313169764,0.9602279663085938
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_6390.JPEG,65,0,20.0,0,-0.452974796295166,0,482,848,2,-0.8687727451324463,0.4020452046565981,0.452974796295166
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_21941.JPEG,66,0,20.0,0,6.242043972015381,1,482,482,1,2.7205843925476074,0.990097491547731,6.242043972015381
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_351.JPEG,67,0,20.0,0,-0.9756964445114136,0,482,627,3,-1.8893979787826538,0.2745332420645203,0.8951361179351807
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_20312.JPEG,68,0,20.0,0,9.114824295043945,1,482,482,1,4.749992847442627,0.9993047430529075,9.114824295043945
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_7492.JPEG,69,0,20.0,0,-0.05079030990600586,0,482,848,2,-0.09507632255554199,0.42398734491787643,0.05079030990600586
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_13742.JPEG,70,0,20.0,0,0.7365310192108154,1,482,482,1,0.8963527679443359,0.6131784300828734,0.7365310192108154
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_1561.JPEG,71,0,20.0,0,0.27236318588256836,1,482,482,1,-0.6906764507293701,0.3955864050782794,0.27236318588256836
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_4032.JPEG,72,0,20.0,0,0.4901108741760254,1,482,482,1,0.19195556640625,0.5363323882762997,0.4901108741760254
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/ILSVRC2012_val_00028911.JPEG,73,0,20.0,0,-1.4300580024719238,0,482,848,2,-1.0939526557922363,0.66715385576652,1.4300580024719238
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_1401.JPEG,74,0,20.0,0,2.253629684448242,1,482,482,1,1.4860591888427734,0.8863243815267121,2.253629684448242
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_14462.JPEG,75,0,20.0,0,-6.101464033126831,0,482,717,27,-5.320888996124268,0.7347403136266728,3.9275810718536377
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_14440.JPEG,76,0,20.0,0,-5.065481662750244,0,482,548,16,-5.254031181335449,0.5327430078286928,1.2299184799194336
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_26822.JPEG,77,0,20.0,0,0.13168597221374512,1,482,482,1,0.34449100494384766,0.476979069815569,0.13168597221374512
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_27262.JPEG,78,0,20.0,0,-2.1789512634277344,0,482,851,7,-2.7572429180145264,0.29823599211358953,1.3436410427093506
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_26120.JPEG,79,0,20.0,0,-2.453608989715576,0,482,695,4,-2.4196338653564453,0.5573372870308002,1.7323966026306152
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_8751.JPEG,80,0,20.0,0,0.33541202545166016,1,482,482,1,-0.7751717567443848,0.3662848354616425,0.33541202545166016
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_14721.JPEG,81,0,20.0,0,-1.5467283725738525,0,482,848,3,-2.0993099212646484,0.3290340985287279,0.01298069953918457
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_1961.JPEG,82,0,20.0,0,-3.478565216064453,0,482,518,9,-4.0658721923828125,0.33852382918119184,0.8762896060943604
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_11122.JPEG,83,0,20.0,0,-1.4957959651947021,0,482,848,3,-1.1852242946624756,0.563119569154287,1.2466979026794434
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_4690.JPEG,84,0,20.0,0,-1.165946125984192,0,482,481,3,-1.7240849733352661,0.48604336141397364,0.7934885025024414
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_7060.JPEG,85,0,20.0,0,5.056232929229736,1,482,482,1,2.8684163093566895,0.9847425126900227,5.056232929229736
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_2172.JPEG,86,0,20.0,0,0.3299140930175781,1,482,482,1,-0.7922115325927734,0.40803112341529363,0.3299140930175781
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/n02979186_5781.JPEG,87,0,20.0,0,0.6371266841888428,1,482,482,1,-1.4828665256500244,0.27842726356871644,0.6371266841888428
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/ILSVRC2012_val_00020400.JPEG,88,0,20.0,0,-2.318631172180176,0,482,848,2,-0.5359029769897461,0.8865424062877884,2.318631172180176
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n02979186/ILSVRC2012_val_00035160.JPEG,89,0,20.0,0,-1.98385751247406,0,482,848,2,-1.506248116493225,0.7275765093572965,1.98385751247406
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_8140.JPEG,90,0,20.0,0,12.045317649841309,1,491,491,1,6.152061462402344,0.9997918145389312,12.045317649841309
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_8502.JPEG,91,0,20.0,0,-1.7891004085540771,0,491,595,3,-2.2249677181243896,0.42776072409441707,1.1720727682113647
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_6392.JPEG,92,0,20.0,0,13.780004501342773,1,491,491,1,9.326478004455566,0.9999829572831026,13.780004501342773
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_4012.JPEG,93,0,20.0,0,4.963134288787842,1,491,491,1,2.148418664932251,0.9717541775013048,4.963134288787842
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_10131.JPEG,94,0,20.0,0,1.0466694831848145,1,491,491,1,-0.948746919631958,0.223913472626948,1.0466694831848145
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_27981.JPEG,95,0,20.0,0,4.628545522689819,1,491,491,1,1.760504961013794,0.9181904626123223,4.628545522689819
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_5692.JPEG,96,0,20.0,0,19.604562759399414,1,491,491,1,12.952468872070312,0.9999998753595418,19.604562759399414
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_18591.JPEG,97,0,20.0,0,16.461098670959473,1,491,491,1,10.667215347290039,0.9999962622990469,16.461098670959473
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_16291.JPEG,98,0,20.0,0,22.18639087677002,1,491,491,1,15.789739608764648,0.9999999813745738,22.18639087677002
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_9741.JPEG,99,0,20.0,0,7.212881326675415,1,491,491,1,4.064565658569336,0.9950276692691447,7.212881326675415
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_15582.JPEG,100,0,20.0,0,1.6792957782745361,1,491,491,1,-0.9420437812805176,0.3026675481130281,1.6792957782745361
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_3271.JPEG,101,0,20.0,0,2.0168230533599854,1,491,491,1,1.0494964122772217,0.8275846919779221,2.0168230533599854
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_4081.JPEG,102,0,20.0,0,-8.614229202270508,0,491,880,43,-5.602726936340332,0.9615715434764154,5.273905992507935
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_17862.JPEG,103,0,20.0,0,10.36704683303833,1,491,491,1,5.802579879760742,0.9997103963113346,10.36704683303833
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_6341.JPEG,104,0,20.0,0,17.81329345703125,1,491,491,1,12.178964614868164,0.9999988994079589,17.81329345703125
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_5841.JPEG,105,0,20.0,0,20.850341796875,1,491,491,1,13.299152374267578,0.9999999333804599,20.850341796875
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_7050.JPEG,106,0,20.0,0,2.64042329788208,1,491,491,1,0.4857823848724365,0.7405898490536557,2.64042329788208
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_16790.JPEG,107,0,20.0,0,9.169600009918213,1,491,491,1,5.004920959472656,0.9981602271269071,9.169600009918213
resnet50,DistractorRobustness,distractors,b57ca9789e115831c0960d70e9be712e73e32465b354ea7733954bd22cb23726,n03000684/n03000684_11441.JPEG,108,0,20.0,0,19.623927116394043,1,491,491,1,13.029605865478516,0.999999779939913,19.623927116394043
